Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Czynsz,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Winda,Dzielnica,Cena [zł/m²],Balkon,Ogródek,Taras,Miejsce parkingowe/Garaż,Domofon/Wideofon,Teren zamknięty,Monitoring/Ochrona,pralka,lodówka,meble,telewizor,piekarnik,zmywarka,kuchenka,Klimatyzacja
"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",597000.0,51.0,pełna własność,2,do zamieszkania,2,600.0,miejskie,wtórny,prywatny,2003,blok,1,Białołęka,11706.0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
"ul. Maszewska, Chomiczówka, Bielany, Warszawa, mazowieckie",899000.0,52.94,pełna własność,2,do zamieszkania,1,600.0,miejskie,wtórny,prywatny,2000,blok,0,Bielany,16981.0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
"ul. Raszyńska, Stara Ochota, Ochota, Warszawa, mazowieckie",1389000.0,77.0,pełna własność,3,do zamieszkania,1,800.0,miejskie,wtórny,biuro nieruchomości,1935,kamienica,0,Ochota,18039.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
"ul. Łukowska 8, Grochów, Praga-Południe, Warszawa, mazowieckie",744000.0,61.2,spółdzielcze wł. prawo do lokalu,3,do remontu,1,900.0,miejskie,wtórny,prywatny,1979,blok,1,Praga-Południe,12157.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Orląt Lwowskich, Niedźwiadek, Ursus, Warszawa, mazowieckie",778245.0,58.9,pełna własność,4,do remontu,2,780.0,miejskie,wtórny,prywatny,1976,blok,0,Ursus,13213.0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
"Stara Praga, Praga-Północ, Warszawa, mazowieckie",1696400.0,58.5,pełna własność,2,do zamieszkania,1,650.0,miejskie,wtórny,prywatny,2017,apartamentowiec,1,Praga-Północ,28998.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"ul. Perkuna, Gocław, Praga-Południe, Warszawa, mazowieckie",899000.0,86.6,spółdzielcze wł. prawo do lokalu,3,do remontu,4,1430.0,miejskie,wtórny,biuro nieruchomości,1995,blok,0,Praga-Południe,10381.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"Gocławek, Praga-Południe, Warszawa, mazowieckie",880000.0,57.8,pełna własność,3,do wykończenia,5,900.0,miejskie,wtórny,biuro nieruchomości,2023,blok,1,Praga-Południe,15225.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",789000.0,74.0,pełna własność,4,do remontu,2,730.0,miejskie,wtórny,biuro nieruchomości,2003,blok,1,Białołęka,10662.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Koroynskiego, Szczęśliwice, Ochota, Warszawa, mazowieckie",645000.0,35.5,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,0,448.08,miejskie,wtórny,prywatny,1968,blok,0,Ochota,18169.0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"ul. Kwitnąca, Chomiczówka, Bielany, Warszawa, mazowieckie",780000.0,56.8,spółdzielcze wł. prawo do lokalu,3,do remontu,3,1000.0,miejskie,wtórny,prywatny,1980,blok,1,Bielany,13732.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
"ul. Postępu, Służewiec, Mokotów, Warszawa, mazowieckie",1165000.0,53.0,pełna własność,3,do zamieszkania,3,600.0,miejskie,wtórny,biuro nieruchomości,2020,blok,1,Mokotów,21981.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"al. Aleja Jana Pawła II, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",799000.0,42.0,użytkowanie wieczyste / dzierżawa,2,do zamieszkania,6,680.0,miejskie,wtórny,biuro nieruchomości,1972,blok,1,Śródmieście,19024.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Stara Miłosna, Wesoła, Warszawa, mazowieckie",2050000.0,152.0,pełna własność,5,do zamieszkania,3,150.0,gazowe,wtórny,prywatny,2009,blok,1,Wesoła,13487.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"ul. Leżajska, Okęcie, Włochy, Warszawa, mazowieckie",1320000.0,70.0,pełna własność,3,do zamieszkania,1,1400.0,miejskie,wtórny,prywatny,2000,blok,0,Włochy,18857.0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0
"Stary Imielin, Ursynów, Warszawa, mazowieckie",895000.0,46.0,pełna własność,2,do zamieszkania,1,800.0,miejskie,wtórny,biuro nieruchomości,1961,blok,1,Ursynów,19457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Łukowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",1110000.0,66.11,pełna własność,3,do zamieszkania,4,840.0,miejskie,wtórny,biuro nieruchomości,2009,blok,1,Praga-Południe,16790.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Skoroszewska, Skorosze, Ursus, Warszawa, mazowieckie",950000.0,60.9,pełna własność,3,do zamieszkania,3,797.0,kotłownia,wtórny,prywatny,2003,blok,1,Ursus,15599.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Powstańców Śląskich, Jelonki Północne, Bemowo, Warszawa, mazowieckie",510000.0,32.7,pełna własność,1,do zamieszkania,3,500.0,miejskie,wtórny,biuro nieruchomości,2001,dom wolnostojący,1,Bemowo,15596.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. ks. Jerzego Popiełuszki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",775000.0,33.83,spółdzielcze wł. prawo do lokalu,2,do wykończenia,2,667.0,miejskie,wtórny,biuro nieruchomości,1948,kamienica,0,Żoliborz,22909.0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
"ul. Górczewska, Górce, Bemowo, Warszawa, mazowieckie",649000.0,34.8,pełna własność,1,do zamieszkania,3,400.0,miejskie,wtórny,biuro nieruchomości,2012,blok,1,Bemowo,18649.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0
"ul. Meander, Natolin, Ursynów, Warszawa, mazowieckie",885000.0,53.0,pełna własność,3,do zamieszkania,1,1200.0,miejskie,wtórny,biuro nieruchomości,1988,blok,0,Ursynów,16698.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. ks. Juliana Chrościckiego 83, Nowe Włochy, Włochy, Warszawa, mazowieckie",790000.0,59.53,użytkowanie wieczyste / dzierżawa,2,do zamieszkania,0,891.0,miejskie,wtórny,biuro nieruchomości,2009,blok,1,Włochy,13271.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",1050000.0,60.0,pełna własność,3,do zamieszkania,0,750.0,miejskie,wtórny,prywatny,2020,apartamentowiec,1,Białołęka,17500.0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
"ul. Borowej Góry, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",708000.0,48.9,pełna własność,3,do zamieszkania,7,650.0,miejskie,wtórny,biuro nieruchomości,1978,blok,1,Bemowo,14479.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Stefana Żeromskiego, Stare Bielany, Bielany, Warszawa, mazowieckie",906500.0,49.0,pełna własność,2,do remontu,0,845.0,miejskie,wtórny,biuro nieruchomości,1920,blok,0,Bielany,18500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Korsykańska, Stegny, Mokotów, Warszawa, mazowieckie",565000.0,31.0,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,5,470.0,miejskie,wtórny,biuro nieruchomości,1975,blok,1,Mokotów,18226.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gołąbki, Ursus, Warszawa, mazowieckie",818000.0,54.5,pełna własność,3,do zamieszkania,6,656.18,miejskie,wtórny,prywatny,2016,blok,1,Ursus,15009.0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0
"ul. Liwiecka, Gocławek, Praga-Południe, Warszawa, mazowieckie",1040000.0,66.0,pełna własność,3,do zamieszkania,3,1100.0,miejskie,wtórny,biuro nieruchomości,2013,blok,1,Praga-Południe,15758.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0
"ul. Nowoursynowska, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",1550000.0,96.7,pełna własność,4,do zamieszkania,1,550.0,gazowe,wtórny,biuro nieruchomości,1996,blok,0,Ursynów,16029.0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0
"ul. Śródziemnomorska, Stegny, Mokotów, Warszawa, mazowieckie",999000.0,53.53,pełna własność,2,do wykończenia,3,800.0,miejskie,pierwotny,biuro nieruchomości,2023,apartamentowiec,1,Mokotów,18662.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Turmoncka, Bródno, Targówek, Warszawa, mazowieckie",560000.0,37.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,1,560.0,miejskie,wtórny,biuro nieruchomości,2001,blok,0,Targówek,15135.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Marywilska 58b, Żerań, Białołęka, Warszawa, mazowieckie",970000.0,61.02,pełna własność,3,do zamieszkania,4,682.0,miejskie,wtórny,prywatny,2019,blok,1,Białołęka,15896.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"Grochów, Praga-Południe, Warszawa, mazowieckie",1070000.0,81.0,pełna własność,3,do zamieszkania,3,1200.0,miejskie,wtórny,biuro nieruchomości,1938,blok,0,Praga-Południe,13210.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Ignacego Potockiego, Solec, Śródmieście, Warszawa, mazowieckie",790000.0,36.6,pełna własność,2,do zamieszkania,1,720.0,miejskie,wtórny,biuro nieruchomości,1970,blok,1,Śródmieście,21585.0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
"ul. Obrońców Tobruku, Fort Bema, Bemowo, Warszawa, mazowieckie",2150000.0,113.67,pełna własność,3,do remontu,5,1250.0,miejskie,wtórny,biuro nieruchomości,2005,blok,1,Bemowo,18914.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ul. Alternatywy, Stary Imielin, Ursynów, Warszawa, mazowieckie",1079000.0,58.27,pełna własność,3,do zamieszkania,4,1100.0,miejskie,wtórny,biuro nieruchomości,2007,blok,1,Ursynów,18517.0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
"Koło, Wola, Warszawa, mazowieckie",420000.0,23.1,pełna własność,1,do remontu,5,500.0,miejskie,wtórny,biuro nieruchomości,1963,kamienica,1,Wola,18182.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Nowogrodzka, Filtry, Ochota, Warszawa, mazowieckie",769000.0,37.5,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,6,750.0,miejskie,wtórny,prywatny,1968,blok,1,Ochota,20507.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",879000.0,54.95,pełna własność,2,do zamieszkania,2,838.0,miejskie,wtórny,biuro nieruchomości,2018,apartamentowiec,1,Wawer,15996.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Grzybowska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",890000.0,48.5,pełna własność,3,do wykończenia,10,550.0,miejskie,wtórny,biuro nieruchomości,1978,blok,1,Śródmieście,18351.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Wólczyńska 69, Chomiczówka, Bielany, Warszawa, mazowieckie",800000.0,40.44,pełna własność,2,do zamieszkania,6,720.0,miejskie,wtórny,prywatny,2022,apartamentowiec,1,Bielany,19782.0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
"Wyględów, Mokotów, Warszawa, mazowieckie",499000.0,29.3,pełna własność,1,do remontu,2,320.0,miejskie,wtórny,prywatny,1973,blok,1,Mokotów,17031.0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"ul. Wolfganga Amadeusza Mozarta, Służew, Mokotów, Warszawa, mazowieckie",595000.0,37.4,pełna własność,1,do zamieszkania,10,850.0,miejskie,wtórny,biuro nieruchomości,1984,blok,1,Mokotów,15909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pl. Plac Bankowy, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1190000.0,60.0,pełna własność,3,do wykończenia,3,900.0,miejskie,wtórny,prywatny,1959,kamienica,0,Śródmieście,19833.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0
"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",900420.0,42.0,pełna własność,2,do zamieszkania,5,743.0,miejskie,wtórny,biuro nieruchomości,2020,apartamentowiec,1,Praga-Północ,21439.0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0
"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1220000.0,57.64,pełna własność,3,do zamieszkania,1,1125.51,miejskie,wtórny,biuro nieruchomości,2020,apartamentowiec,1,Praga-Północ,21166.0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0
"ul. Zbigniewa Romaszewskiego, Słodowiec, Bielany, Warszawa, mazowieckie",490000.0,27.0,pełna własność,1,do zamieszkania,0,510.0,miejskie,wtórny,biuro nieruchomości,1972,plomba,1,Bielany,18148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Iberyjska, Stegny, Mokotów, Warszawa, mazowieckie",810000.0,57.0,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,10,1050.0,miejskie,wtórny,prywatny,1978,blok,1,Mokotów,14211.0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",1070000.0,46.75,pełna własność,2,do zamieszkania,6,700.0,miejskie,wtórny,prywatny,2019,blok,1,Bemowo,22888.0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1
"ul. Herbu Janina, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1350000.0,62.0,pełna własność,3,do zamieszkania,0,800.0,miejskie,wtórny,biuro nieruchomości,2017,apartamentowiec,1,Wilanów,21774.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Karola Darwina, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",540000.0,36.07,pełna własność,1,do remontu,9,452.49,miejskie,wtórny,biuro nieruchomości,1962,blok,1,Praga-Północ,14971.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Czyste, Wola, Warszawa, mazowieckie",1927920.0,80.0,pełna własność,3,do zamieszkania,10,900.0,miejskie,wtórny,biuro nieruchomości,2022,apartamentowiec,1,Wola,24099.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"ul. Gwiaździsta, Marymont-Ruda, Bielany, Warszawa, mazowieckie",799000.0,53.0,pełna własność,3,do zamieszkania,2,700.0,miejskie,wtórny,biuro nieruchomości,1982,blok,1,Bielany,15075.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Giordana Bruna, Stary Mokotów, Mokotów, Warszawa, mazowieckie",1170000.0,67.0,spółdzielcze wł. prawo do lokalu,4,do remontu,0,900.0,miejskie,wtórny,biuro nieruchomości,1962,blok,0,Mokotów,17463.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Puławska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",1600000.0,75.6,pełna własność,3,do remontu,4,1000.0,miejskie,wtórny,biuro nieruchomości,1936,kamienica,1,Mokotów,21164.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"al. Aleje Jerozolimskie, Stara Ochota, Ochota, Warszawa, mazowieckie",729000.0,36.8,pełna własność,2,do zamieszkania,9,716.0,miejskie,wtórny,prywatny,1969,blok,1,Ochota,19810.0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"Czyste, Wola, Warszawa, mazowieckie",2075750.0,90.0,pełna własność,4,do wykończenia,10,800.0,miejskie,wtórny,biuro nieruchomości,2022,apartamentowiec,1,Wola,23064.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"Przejezdna, Kobiałka, Białołęka, Warszawa, mazowieckie",899000.0,55.41,użytkowanie wieczyste / dzierżawa,3,do zamieszkania,3,770.0,miejskie,wtórny,biuro nieruchomości,2018,blok,1,Białołęka,16225.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"pl. Plac gen. Józefa Hallera, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1050000.0,57.0,pełna własność,2,do zamieszkania,5,900.0,miejskie,wtórny,biuro nieruchomości,1953,kamienica,1,Praga-Północ,18421.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"pl. Plac gen. Józefa Hallera, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1150000.0,63.0,pełna własność,3,do zamieszkania,0,1000.0,gazowe,wtórny,biuro nieruchomości,1953,kamienica,1,Praga-Północ,18254.0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"ul. św. Bonifacego, Stegny, Mokotów, Warszawa, mazowieckie",525000.0,31.0,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,10,688.0,miejskie,wtórny,biuro nieruchomości,1976,blok,1,Mokotów,16935.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"Bródno ul. Turmoncka, Bródno, Targówek, Warszawa, mazowieckie",818000.0,66.0,pełna własność,3,do zamieszkania,3,990.0,miejskie,wtórny,prywatny,1970,blok,0,Targówek,12394.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ul. Siewierska, Stara Ochota, Ochota, Warszawa, mazowieckie",1440000.0,50.0,pełna własność,2,do zamieszkania,4,800.0,miejskie,wtórny,prywatny,2020,apartamentowiec,1,Ochota,28800.0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"ul. Jasnodworska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",662000.0,53.0,spółdzielcze wł. prawo do lokalu,4,do wykończenia,4,1135.0,miejskie,wtórny,biuro nieruchomości,1970,blok,0,Żoliborz,12491.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Bolesława Podczaszyńskiego, Stare Bielany, Bielany, Warszawa, mazowieckie",529000.0,26.0,pełna własność,1,do zamieszkania,2,550.0,miejskie,wtórny,biuro nieruchomości,1952,kamienica,0,Bielany,20346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Ogórkowa, Nadwiśle, Wawer, Warszawa, mazowieckie",938800.0,55.2,pełna własność,2,do zamieszkania,0,900.0,miejskie,wtórny,biuro nieruchomości,2000,blok,0,Wawer,17007.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",824000.0,59.0,pełna własność,3,do wykończenia,0,420.0,miejskie,pierwotny,biuro nieruchomości,2024,blok,1,Białołęka,13966.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Okęcie, Włochy, Warszawa, mazowieckie",1079000.0,61.23,pełna własność,3,do zamieszkania,2,900.0,miejskie,wtórny,prywatny,2022,apartamentowiec,1,Włochy,17622.0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"ul. Marszałkowska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1299000.0,45.49,pełna własność,3,do zamieszkania,7,620.0,miejskie,wtórny,prywatny,1957,kamienica,1,Śródmieście,28556.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie",799000.0,38.8,pełna własność,2,do zamieszkania,3,550.0,miejskie,wtórny,biuro nieruchomości,1960,blok,1,Wola,20593.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
"ul. Dąbrowszczaków, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",575000.0,34.77,pełna własność,2,do remontu,1,570.0,miejskie,wtórny,biuro nieruchomości,1953,kamienica,1,Praga-Północ,16537.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Stary Mokotów, Mokotów, Warszawa, mazowieckie",1690000.0,90.43,pełna własność,3,do wykończenia,0,1035.0,miejskie,wtórny,biuro nieruchomości,1936,kamienica,0,Mokotów,18688.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",704000.0,66.0,udział,3,do wykończenia,1,450.0,miejskie,pierwotny,biuro nieruchomości,2024,blok,1,Białołęka,10667.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",895000.0,40.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,10,890.0,miejskie,wtórny,biuro nieruchomości,1972,blok,1,Śródmieście,22375.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
"ul. Łukowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",865000.0,48.2,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,1,700.0,miejskie,wtórny,prywatny,1980,blok,1,Praga-Południe,17946.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Szulborska, Ulrychów, Wola, Warszawa, mazowieckie",1499000.0,77.94,pełna własność,4,do zamieszkania,5,1200.0,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,1,Wola,19233.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Grabowska, Odolany, Wola, Warszawa, mazowieckie",710000.0,47.7,pełna własność,2,do remontu,3,600.0,miejskie,wtórny,biuro nieruchomości,1961,blok,0,Wola,14885.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Targowa, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1170000.0,59.0,pełna własność,2,do zamieszkania,2,800.0,miejskie,wtórny,biuro nieruchomości,1930,kamienica,0,Praga-Północ,19831.0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"Triton Park, Szczęśliwice, Ochota, Warszawa, mazowieckie",1137000.0,49.0,pełna własność,2,do zamieszkania,3,770.0,miejskie,wtórny,prywatny,2009,apartamentowiec,1,Ochota,23204.0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",820000.0,64.33,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,4,744.4,gazowe,wtórny,biuro nieruchomości,2014,blok,1,Białołęka,12747.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ul. Gioacchino Rossiniego, Kobiałka, Białołęka, Warszawa, mazowieckie",740000.0,56.2,pełna własność,3,do zamieszkania,1,600.0,gazowe,wtórny,biuro nieruchomości,2015,blok,0,Białołęka,13167.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",2200000.0,63.3,pełna własność,2,do zamieszkania,6,890.0,miejskie,wtórny,biuro nieruchomości,1958,kamienica,1,Śródmieście,34755.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ul. Tuchlińska, Służew, Mokotów, Warszawa, mazowieckie",580000.0,36.9,pełna własność,2,do zamieszkania,2,665.0,miejskie,wtórny,biuro nieruchomości,1967,blok,0,Mokotów,15718.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ul. Strumykowa, Nowodwory, Białołęka, Warszawa, mazowieckie",1059000.0,76.81,pełna własność,4,do zamieszkania,2,920.0,miejskie,wtórny,biuro nieruchomości,2010,szeregowiec,1,Białołęka,13787.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"ul. Lubiniecka, Grochów, Praga-Południe, Warszawa, mazowieckie",450000.0,23.5,pełna własność,1,do wykończenia,2,350.0,miejskie,wtórny,biuro nieruchomości,2024,blok,1,Praga-Południe,19149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Lwa Tołstoja, Wawrzyszew, Bielany, Warszawa, mazowieckie",662000.0,41.5,spółdzielcze wł. prawo do lokalu,2,do remontu,9,670.0,miejskie,wtórny,biuro nieruchomości,1976,blok,1,Bielany,15952.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Józefa Dwernickiego, Grochów, Praga-Południe, Warszawa, mazowieckie",580000.0,38.0,spółdzielcze wł. prawo do lokalu,1,do remontu,2,600.0,miejskie,wtórny,biuro nieruchomości,1955,kamienica,0,Praga-Południe,15263.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Nowodworska, Nowodwory, Białołęka, Warszawa, mazowieckie",550000.0,31.0,pełna własność,2,do wykończenia,2,580.0,miejskie,wtórny,biuro nieruchomości,1995,blok,1,Białołęka,17742.0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",660000.0,47.5,pełna własność,2,do zamieszkania,6,600.0,miejskie,wtórny,prywatny,2003,blok,1,Ursus,13895.0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
"Górce, Bemowo, Warszawa, mazowieckie",660000.0,43.7,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,3,630.0,miejskie,wtórny,biuro nieruchomości,2000,blok,1,Bemowo,15103.0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0
"ul. Józefa Lewartowskiego, Muranów, Śródmieście, Warszawa, mazowieckie",799999.0,37.5,pełna własność,1,do zamieszkania,0,652.0,miejskie,wtórny,biuro nieruchomości,1950,blok,0,Śródmieście,21333.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1320000.0,50.03,pełna własność,2,do zamieszkania,6,900.0,miejskie,wtórny,biuro nieruchomości,2018,apartamentowiec,1,Żoliborz,26384.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Krzyżówki, Żerań, Białołęka, Warszawa, mazowieckie",1820000.0,137.94,pełna własność,5,do zamieszkania,3,1300.0,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,1,Białołęka,13194.0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"ul. Wołoska 52A, Wierzbno, Mokotów, Warszawa, mazowieckie",790000.0,37.16,pełna własność,2,do zamieszkania,1,720.0,miejskie,wtórny,biuro nieruchomości,2018,apartamentowiec,1,Mokotów,21259.0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0
"ul. Piastowska, Czechowice, Ursus, Warszawa, mazowieckie",985000.0,74.44,pełna własność,4,do remontu,1,1070.0,kotłownia,wtórny,biuro nieruchomości,2019,blok,0,Ursus,13232.0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"ul. Kartograficzna, Grodzisk, Białołęka, Warszawa, mazowieckie",845000.0,65.31,pełna własność,3,do wykończenia,0,480.0,miejskie,wtórny,biuro nieruchomości,2008,blok,0,Białołęka,12938.0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
"ul. Grochowska 87, Gocławek, Praga-Południe, Warszawa, mazowieckie",679000.0,34.0,pełna własność,2,do zamieszkania,2,650.0,gazowe,wtórny,prywatny,2023,blok,1,Praga-Południe,19971.0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0
